Month,latitude,longitude,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500
5,-71.5,176.5,327.211,327.21,327.196,327.182,327.167,327.034,326.798,326.489,326.339,326.416,326.372,326.581,326.644,326.314,326.026,325.841,323.682,310.949,297.21,285.259,273.968,232.751,193.886,188.745,186.915,187.269,187.612,187.82,188.048,188.302,188.571,188.669,188.702,188.958,189.304,189.822,190.357,191.585,192.841,193.629,194.409,195.581,196.936,198.311,199.752,200.715,201.627,203.021,204.592,206.136,207.851,209.796,211.953,214.321,,,
5,-68.5,-53.5,306.559,299.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-68.5,0.5,,,,,335.203,335.134,335.067,334.999,334.932,335.157,333.984,325.984,315.212,300.699,282.607,262.971,244.782,233.546,222.916,211.892,,,,,,,197.461,197.867,197.075,197.671,198.436,199.081,199.603,200.047,200.458,200.764,200.67,201.293,202.02,202.908,203.665,203.721,,,205.09,205.981,,209.229,209.65,209.971,,,211.759,212.564,213.446,,
5,-68.5,175.5,341.981,341.981,342.231,342.415,342.535,342.591,342.454,342.314,342.174,342.034,341.894,339.423,337.441,331.535,324.071,314.777,301.818,283.269,261.421,244.201,232.408,208.443,193.914,188.867,187.637,187.403,186.959,186.285,185.434,185.757,186.121,186.47,,187.019,187.261,187.503,187.751,188.252,188.789,,,,,,194.146,195.03,195.83,196.493,197.137,197.812,198.502,199.217,199.947,200.705,201.429,201.99,202.484
5,-67.5,-54.5,,,312.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-67.5,-53.5,,,297.664,299.072,297.5,297.673,297.482,297.623,296.596,296.938,300.293,297.716,296.044,294.992,294.409,294.102,294.219,293.74,293.324,292.38,290.812,283.963,279.869,270.119,,,248.778,236.745,225.565,220.998,227.639,225.119,224.479,222.625,217.957,217.89,219.947,221.645,222.942,223.644,219.026,220.213,,,220.985,212.723,207.296,,215.15,,,,,,,221.763,
5,-67.5,0.5,,,,,332.574,332.49,332.406,332.322,332.238,332.155,329.86,321.596,310.603,295.937,277.656,257.631,238.856,226.642,216.116,205.061,,,,,,,194.851,194.126,193.946,195.147,196.085,197.029,197.854,198.585,199.198,199.703,200.084,200.116,200.483,201.418,202.11,202.52,,,202.81,202.861,,,,,,,,,,,
5,-66.5,-169.5,,,345.495,345.422,345.397,345.458,345.617,345.734,345.797,345.777,345.741,345.703,345.715,345.698,345.722,345.77,345.841,345.861,344.845,331.494,317.971,250.988,201.142,196.355,193.043,191.814,190.554,189.448,189.357,190.163,191.105,192.429,192.13,191.673,191.525,191.504,191.498,191.498,192.078,193.127,194.199,195.405,195.973,196.53,197.128,197.838,198.991,200.142,201.257,202.281,202.365,202.604,203.272,203.925,204.563,205.126,205.59
5,-66.5,-71.5,355.967,355.483,354.878,354.273,353.667,353.062,352.457,351.852,351.247,354.726,352.311,349.431,345.807,340.854,334.387,326.915,319.352,312.387,306.234,300.95,296.13,278.928,265.664,251.953,237.816,,214.266,206.109,199.31,,191.128,188.29,189.609,187.925,,,,,,,,,,,,,,,,,,,,,,,
